Tw,model,variable,z,value,d1_dz,d2_dz2
1.0,Compressible,T,2.7600000000000002,1.0016989784513892,-0.0009389576886391637,0.00035652277610154215
1.0,Compressible,T,2.77,1.0016896065339504,-0.0009353860385417079,0.00035802469646738916
1.0,Compressible,T,2.7800000000000002,1.0016802707306185,-0.0009317971947098158,0.00035951459089744037
1.0,Compressible,T,2.79,1.0016709705900562,-0.0009281957467237589,0.00036100519054116376
1.0,Compressible,T,2.8000000000000003,1.001661706815684,-0.0009245770908989925,0.00036249188859471815
1.0,Compressible,T,2.81,1.0016524790482382,-0.0009209459089518646,0.0003639226573426482
1.0,Compressible,T,2.82,1.0016432878975048,-0.0009172986377521397,0.00036519791564160187
1.0,Compressible,T,2.83,1.0016341330754832,-0.0009136419506390325,0.00036632237225830977
1.0,Compressible,T,2.84,1.001625015058492,-0.0009099721903069735,0.00036739245636852047
1.0,Compressible,T,2.85,1.001615933631677,-0.0009062941015116621,0.00036845995126100206
1.0,Compressible,T,2.86,1.0016068891764618,-0.0009026029912817535,0.0003695274180870456
1.0,Compressible,T,2.87,1.0015978815718514,-0.0008989035531499212,0.00037058521691334806
1.0,Compressible,T,2.88,1.0015889111053988,-0.0008951912869434864,0.0003715651349267546
1.0,Compressible,T,2.89,1.0015799777461125,-0.0008914722504513861,0.00037239439372172695
1.0,Compressible,T,2.9,1.0015710816603898,-0.000887743399069052,0.000373115421226089
1.0,Compressible,T,2.91,1.0015622228781311,-0.0008840099420268643,0.00037381000339564707
1.0,Compressible,T,2.92,1.0015534014615493,-0.000880267199001139,0.00037450484775547466
1.0,Compressible,T,2.93,1.0015446175341511,-0.0008765198450717548,0.00037519909348304736
1.0,Compressible,T,2.94,1.0015358710646478,-0.0008727632171314781,0.0003758724982816375
1.0,Compressible,T,2.95,1.0015271622698085,-0.0008690023951061221,0.0003764521125049214
1.0,Compressible,T,2.96,1.0015184910167456,-0.0008652341748813797,0.00037689982370636005
1.0,Compressible,T,2.97,1.0015098575863108,-0.0008614643986319948,0.00037727596193803253
1.0,Compressible,T,2.98,1.001501261728773,-0.0008576886556426189,0.00037764362303960297
1.0,Compressible,T,2.99,1.001492703813198,-0.0008539115261712027,0.00037801038565988404
1.0,Compressible,T,3.0,1.0014841834982497,-0.0008501284479294213,0.0003783763990128364
1.0,Compressible,T,3.0100000000000002,1.0014757012442395,-0.000846343998190946,0.0003787062208715497
1.0,Compressible,T,3.02,1.0014672566182858,-0.0008425543235119903,0.00037893616813278186
1.0,Compressible,T,3.0300000000000002,1.0014588501577693,-0.0008387652748282903,0.00037905872467547397
1.0,Compressible,T,3.04,1.0014504813127894,-0.0008349731490184809,0.00037914269981343535
1.0,Compressible,T,3.0500000000000003,1.0014421506947888,-0.0008311824208320218,0.00037922298297132784
1.0,Compressible,T,3.06,1.0014338576643727,-0.0008273886893590543,0.0003793043859445719
1.0,Compressible,T,3.0700000000000003,1.0014256029210016,-0.0008235963331131302,0.00037937911763208376
1.0,Compressible,T,3.08,1.0014173857377104,-0.0008198011070064126,0.00037940697055206807
1.0,Compressible,T,3.09,1.0014092068988614,-0.0008160081937020891,0.0003793330680679219
1.0,Compressible,T,3.1,1.0014010655738363,-0.0008122144456450542,0.00037918555761962125
1.0,Compressible,T,3.11,1.0013929626099485,-0.0008084244825496967,0.00037901665912443844
1.0,Compressible,T,3.12,1.0013848970841854,-0.0008046341124625656,0.00037884893764328353
1.0,Compressible,T,3.13,1.0013768699276993,-0.000800847503796831,0.00037867968956106085
1.0,Compressible,T,3.14,1.0013688801341094,-0.0007970605186713442,0.00037849981069370403
1.0,Compressible,T,3.15,1.0013609287173257,-0.0007932775075829568,0.0003782592862933143
1.0,Compressible,T,3.16,1.0013530145839578,-0.0007894953329454779,0.00037793324203505563
1.0,Compressible,T,3.17,1.001345138810667,-0.0007857188427422557,0.00037755560136076144
1.0,Compressible,T,3.18,1.0013373002071029,-0.0007819442209182625,0.0003771724045975519
1.0,Compressible,T,3.19,1.0013294999262485,-0.0007781753946503045,0.00037678752846659336
1.0,Compressible,T,3.2,1.0013217366992098,-0.0007744084703489307,0.0003764034751441228
1.0,Compressible,T,3.21,1.0013140117568415,-0.0007706473251474222,0.00037599665390076337
1.0,Compressible,T,3.22,1.001306323752707,-0.0007668885372709155,0.0003755286556383908
1.0,Compressible,T,3.23,1.001298673986096,-0.0007631367520346544,0.0003749878899839132
1.0,Compressible,T,3.24,1.0012910610176662,-0.0007593887794712373,0.00037442138349774723
1.0,Compressible,T,3.25,1.0012834862105067,-0.0007556483243646994,0.0003738510450546073
1.0,Compressible,T,3.2600000000000002,1.0012759480511788,-0.0007519117585701451,0.0003732823433466592
1.0,Compressible,T,3.27,1.0012684479753353,-0.0007481826774977662,0.0003727089211480461
1.0,Compressible,T,3.2800000000000002,1.0012609843976288,-0.0007444575801471842,0.00037210886958405354
1.0,Compressible,T,3.29,1.0012535588237323,-0.0007407405001060852,0.0003714433908896808
1.0,Compressible,T,3.3000000000000003,1.0012461695876267,-0.0007370287123293906,0.0003707307833167306
1.0,Compressible,T,3.31,1.0012388182494858,-0.0007333258844397506,0.0003700021608210591
1.0,Compressible,T,3.3200000000000003,1.001231503069938,-0.0007296286691129694,0.00036927511999351736
1.0,Compressible,T,3.33,1.0012242256761035,-0.0007259403820398802,0.00036854617171400844
1.0,Compressible,T,3.34,1.001216984262297,-0.0007222577456786894,0.0003678125320760728
1.0,Compressible,T,3.35,1.00120978052119,-0.0007185841313983587,0.0003670414599810101
1.0,Compressible,T,3.36,1.0012026125796691,-0.0007149169164790692,0.00036621837118388373
1.0,Compressible,T,3.37,1.0011954821828604,-0.0007112597639746809,0.00036536051517543217
1.0,Compressible,T,3.38,1.0011883873843896,-0.0007076097061755604,0.0003644995128837536
1.0,Compressible,T,3.39,1.0011813299887369,-0.0007039697737170059,0.00036363655482319485
1.0,Compressible,T,3.4,1.0011743079889153,-0.0007003369750790966,0.0003627750860602033
1.0,Compressible,T,3.41,1.0011673232492353,-0.0006967142719958019,0.00036189979759626567
1.0,Compressible,T,3.42,1.0011603737034753,-0.0006930989791271713,0.0003609896413791988
1.0,Compressible,T,3.43,1.0011534612696527,-0.0006894944791682178,0.0003600334338216271
1.0,Compressible,T,3.44,1.001146583813892,-0.0006858983104507388,0.0003590616014292891
1.0,Compressible,T,3.45,1.0011397433034435,-0.000682313247139632,0.0003580863491947639
1.0,Compressible,T,3.46,1.0011329375489493,-0.0006787365834668435,0.00035711286976437134
1.0,Compressible,T,3.47,1.001126168571774,-0.0006751709897443448,0.0003561359573467371
1.0,Compressible,T,3.48,1.0011194341291545,-0.0006716138643199088,0.00035514528420321767
1.0,Compressible,T,3.49,1.0011127362944876,-0.0006680680840602804,0.00035411543812814
1.0,Compressible,T,3.5,1.0011060727674734,-0.0006645315555573461,0.00035305820560438406
1.0,Compressible,T,3.5100000000000002,1.0010994456633764,-0.0006610069199481927,0.0003519900513282437
1.0,Compressible,T,3.52,1.0010928526290745,-0.0006574917545307812,0.00035092359240707083
1.0,Compressible,T,3.5300000000000002,1.0010862958282858,-0.0006539884481000513,0.00034985516847996223
1.0,Compressible,T,3.54,1.0010797728601126,-0.000650494651161182,0.00034878532986226674
1.0,Compressible,T,3.5500000000000003,1.0010732859352625,-0.000647012741502806,0.0003476939451019234
1.0,Compressible,T,3.56,1.0010668326052827,-0.0006435407722591435,0.0003465741230002095
1.0,Compressible,T,3.5700000000000003,1.0010604151198172,-0.0006400812590428018,0.0003454330890662119
1.0,Compressible,T,3.58,1.001054030980102,-0.0006366321104778194,0.00034429086710475315
1.0,Compressible,T,3.59,1.0010476824776078,-0.0006331954417007069,0.0003431467050063475
1.0,Compressible,T,3.6,1.001041367071268,-0.0006297691763776925,0.00034200420060415126
1.0,Compressible,T,3.61,1.0010350870940803,-0.0006263553576886238,0.00034085368589842
1.0,Compressible,T,3.62,1.001028839964114,-0.000622952102659724,0.00033968569965736606
1.0,Compressible,T,3.63,1.0010226280520271,-0.0006195616436954765,0.00033849165745891696
1.0,Compressible,T,3.64,1.00101644873124,-0.0006161822695105457,0.00033728976696068
1.0,Compressible,T,3.65,1.001010304406637,-0.0006128158483562629,0.000336085150109966
1.0,Compressible,T,3.66,1.001004192414273,-0.0006094605665083463,0.00033488223536437545
1.0,Compressible,T,3.67,1.000998115195307,-0.0006061182036489754,0.00033367675946749387
1.0,Compressible,T,3.68,1.0009920700502,-0.0006027870313189965,0.0003324654144876149
1.0,Compressible,T,3.69,1.0009860594546807,-0.0005994688953592231,0.000331233327699465
1.0,Compressible,T,3.7,1.0009800806722928,-0.0005961623647650072,0.0003300425568397679
1.0,Compressible,T,3.71,1.0009741362073854,-0.0005928680442224277,0.00032873657289655966
1.0,Compressible,T,3.72,1.0009682233114083,-0.000589587633307076,0.0003274943605191573
1.0,Compressible,T,3.73,1.0009623444547193,-0.0005863181570120446,0.00032623484038651895
1.0,Compressible,T,3.74,1.000956496948268,-0.0005830629364993456,0.000324981575161587
1.0,Compressible,T,3.75,1.0009506831959893,-0.0005798185255088129,0.00032372082472420516
1.0,Compressible,T,3.7600000000000002,1.0009449005777578,-0.0005765885200048615,0.00032244429384320483
1.0,Compressible,T,3.77,1.0009391514255894,-0.0005733696396319488,0.00032116052679498006
1.0,Compressible,T,3.7800000000000002,1.000933433184965,-0.0005701653094689618,0.00031987370086028477
1.0,Compressible,T,3.79,1.0009277481194,-0.0005669721656147431,0.00031858848963394956
1.0,Compressible,T,3.8000000000000003,1.0009220937416528,-0.0005637935396762828,0.0003173014874846593
1.0,Compressible,T,3.81,1.0009164722486066,-0.00056062613586505,0.00031601349377296736
1.0,Compressible,T,3.8200000000000003,1.0009108812189353,-0.0005574732698008233,0.00031471578978426243
1.0,Compressible,T,3.83,1.0009053227832105,-0.0005543318200693648,0.00031340992023843467
1.0,Compressible,T,3.84,1.000899794582534,-0.0005512050713960548,0.00031209866300229913
1.0,Compressible,T,3.85,1.0008942986817826,-0.0005480898468093187,0.0003107887451392344
1.0,Compressible,T,3.86,1.0008888327855978,-0.0005449892964932701,0.0003094771194866973
1.0,Compressible,T,3.87,1.0008833988958525,-0.0005419003044195847,0.00030816675469225174
1.0,Compressible,T,3.88,1.0008779947795095,-0.0005388259613994251,0.0003068519049520546
1.0,Compressible,T,3.89,1.0008726223766244,-0.0005357632663205436,0.0003055321109002307
1.0,Compressible,T,3.9,1.000867279514183,-0.0005327153191814205,0.0003042061145208663
1.0,Compressible,T,3.91,1.0008619680702406,-0.0005296791440301263,0.0003028805366511733
1.0,Compressible,T,3.92,1.0008566859313026,-0.000526657708448397,0.0003015533881267629
1.0,Compressible,T,3.93,1.0008514349160715,-0.000523648076267591,0.00030022770047821723
1.0,Compressible,T,3.94,1.0008462129697773,-0.0005206531544388326,0.0002988999206365861
1.0,Compressible,T,3.95,1.0008410218529826,-0.0005176700778548593,0.00029757110375783213
1.0,Compressible,T,3.96,1.0008358595682203,-0.000514701732363676,0.0002962375582171682
1.0,Compressible,T,3.97,1.0008307278183353,-0.0005117453266905159,0.0002949041974176225
1.0,Compressible,T,3.98,1.0008256246616865,-0.0005088036484153236,0.0002935694158878732
1.0,Compressible,T,3.99,1.000820551745367,-0.0005058739383727584,0.0002922360653911972
1.0,Compressible,T,4.0,1.000815507182919,-0.0005029589271074997,0.00029090115738484093
1.0,Compressible,T,4.01,1.0008104925668249,-0.0005000559152250617,0.00028956707822657204
1.0,Compressible,T,4.0200000000000005,1.0008055060646144,-0.000497167585542968,0.0002882305878415502
1.0,Compressible,T,4.03,1.0008005492151142,-0.0004942913034682306,0.000286895532752858
1.0,Compressible,T,4.04,1.000795620238545,-0.000491429674887911,0.0002855597625028919
1.0,Compressible,T,4.05,1.0007907206216164,-0.0004885801082181729,0.0002842256790813631
1.0,Compressible,T,4.0600000000000005,1.0007858486363805,-0.00048574516130628353,0.00028289011986259993
1.0,Compressible,T,4.07,1.0007810057183906,-0.0004829223058209209,0.00028155581865974694
1.0,Compressible,T,4.08,1.000776190190264,-0.00048011404493308873,0.0002802200707918735
1.0,Compressible,T,4.09,1.000771403437492,-0.0004773179044050835,0.00027888701126244433
1.0,Compressible,T,4.1,1.000766643832176,-0.0004745363047078399,0.0002775551017464191
1.0,Compressible,T,4.11,1.0007619127113976,-0.0004717668023701549,0.00027622605358601157
1.0,Compressible,T,4.12,1.000757208496129,-0.0004690117836361196,0.00027489578755535843
1.0,Compressible,T,4.13,1.000752532475725,-0.00046626888661904786,0.00027356676746138203
1.0,Compressible,T,4.14,1.0007478831183965,-0.0004635404482868921,0.00027223637175665186
1.0,Compressible,T,4.15,1.000743261666759,-0.0004608241591839146,0.00027090863277123844
1.0,Compressible,T,4.16,1.000738666635213,-0.00045812227563146735,0.00026958343681827285
1.0,Compressible,T,4.17,1.0007340992212466,-0.0004554324904475493,0.0002682634857365043
1.0,Compressible,T,4.18,1.000729557985404,-0.0004527570059167374,0.0002669435421154172
1.0,Compressible,T,4.19,1.0007250440811282,-0.00045009361960524075,0.0002656248362598
1.0,Compressible,T,4.2,1.0007205561130121,-0.00044744450919154133,0.0002643048159001217
1.0,Compressible,T,4.21,1.0007160951909444,-0.0004448075232872384,0.00026298647135547873
1.0,Compressible,T,4.22,1.0007116599625463,-0.0004421847797644318,0.00026167020443778125
1.0,Compressible,T,4.23,1.000707251495349,-0.00043957411919848255,0.0002603614664309327
1.0,Compressible,T,4.24,1.0007028684801624,-0.0004369775504358131,0.00025905548532990236
1.0,Compressible,T,4.25,1.0006985119443403,-0.00043439300949188464,0.00025775146532680884
1.0,Compressible,T,4.26,1.0006941806199725,-0.000431822521129277,0.00025644620471609175
1.0,Compressible,T,4.2700000000000005,1.0006898754939175,-0.00042926408539756267,0.00025514208239485123
1.0,Compressible,T,4.28,1.0006855953382647,-0.0004267196794813799,0.00025383829758141713
1.0,Compressible,T,4.29,1.000681341100328,-0.00042418731944593446,0.0002525416462617648
1.0,Compressible,T,4.3,1.0006771115918758,-0.00042166884655614467,0.0002512511223073874
1.0,Compressible,T,4.3100000000000005,1.0006729077233967,-0.0004191622969997866,0.0002499651646559152
1.0,Compressible,T,4.32,1.000668728345936,-0.0004166695432630263,0.0002486783515109961
1.0,Compressible,T,4.33,1.0006645743325315,-0.0004141887299695668,0.0002473925803769886
1.0,Compressible,T,4.34,1.0006604445713365,-0.00041172169165548667,0.00024610588269523975
1.0,Compressible,T,4.3500000000000005,1.0006563398986983,-0.00040926661231566186,0.00024482375344802784
1.0,Compressible,T,4.36,1.0006522592390903,-0.00040682521658652604,0.00024354868806143043
1.0,Compressible,T,4.37,1.0006482033943664,-0.0004043956385544334,0.0002422821328451688
1.0,Compressible,T,4.38,1.0006441713263192,-0.0004019795739296228,0.0002410167624589156
1.0,Compressible,T,4.39,1.000640163802888,-0.00039957530330525515,0.0002397524525576851
1.0,Compressible,T,4.4,1.000636179820253,-0.0003971845248784689,0.00023848705303919013
1.0,Compressible,T,4.41,1.0006322201123905,-0.0003948055622444713,0.00023722361568445996
1.0,Compressible,T,4.42,1.0006282837090081,-0.00039244005256477976,0.00023596483487154166
1.0,Compressible,T,4.43,1.0006243713113392,-0.0003900862655470405,0.00023471717121025318
1.0,Compressible,T,4.44,1.000620481983697,-0.0003877457091405745,0.0002334747172483241
1.0,Compressible,T,4.45,1.0006166163971566,-0.00038541677120207396,0.00023223442866538227
1.0,Compressible,T,4.46,1.000612773648273,-0.0003831010205672669,0.00023099312222996451
1.0,Compressible,T,4.47,1.0006089543767454,-0.00038079690875747474,0.00022975278533009583
1.0,Compressible,T,4.48,1.0006051577100976,-0.0003785059648606648,0.00022851374730236892
1.0,Compressible,T,4.49,1.0006013842574484,-0.0003762266338114273,0.00022728415700612806
1.0,Compressible,T,4.5,1.0005976331774213,-0.0003739602817205423,0.00022606385847723925
1.0,Compressible,T,4.51,1.000593905051814,-0.00037170535664188264,0.00022484925636944222
1.0,Compressible,T,4.5200000000000005,1.0005901990702883,-0.00036946329659315325,0.00022363414124981773
1.0,Compressible,T,4.53,1.0005865157858824,-0.0003672326738168863,0.00022241988126836879
1.0,Compressible,T,4.54,1.000582854416812,-0.00036501489896778594,0.00022120498108791492
1.0,Compressible,T,4.55,1.000579215487903,-0.00036280857419512813,0.0002199954412418388
1.0,Compressible,T,4.5600000000000005,1.000575598245328,-0.00036061499014294895,0.00021879553351311296
1.0,Compressible,T,4.57,1.0005720031881002,-0.0003584326635248658,0.0002176060789338477
1.0,Compressible,T,4.58,1.0005684295920574,-0.00035626286856427214,0.0002164187222319959
1.0,Compressible,T,4.59,1.000564877930729,-0.00035410428908022595,0.00021523227502483547
1.0,Compressible,T,4.6000000000000005,1.0005613475062756,-0.0003519582230637752,0.00021404493892873341
1.0,Compressible,T,4.61,1.000557838766268,-0.0003498233903016512,0.00021285954332484272
1.0,Compressible,T,4.62,1.0005543510384696,-0.00034770103219727844,0.00021168010775341264
1.0,Compressible,T,4.63,1.000550884745624,-0.00034558978814658303,0.00021051363745528198
1.0,Compressible,T,4.64,1.0005474392427067,-0.00034349075944817287,0.00020935400222298756
1.0,Compressible,T,4.65,1.0005440149304348,-0.00034140270810212314,0.00020819667341242729
1.0,Compressible,T,4.66,1.0005406111885449,-0.00033932682597992425,0.00020703852392501068
1.0,Compressible,T,4.67,1.0005372283939151,-0.000337261937623623,0.00020588117699560718
1.0,Compressible,T,4.68,1.0005338659497924,-0.0003352092024400122,0.00020472556663263947
1.0,Compressible,T,4.69,1.000530524209866,-0.00033316742629097007,0.00020358032521983205
1.0,Compressible,T,4.7,1.0005272026012668,-0.00033113759593561554,0.000202446205932464
1.0,Compressible,T,4.71,1.0005239014579475,-0.00032911850217232086,0.00020131846163452122
1.0,Compressible,T,4.72,1.0005206202312233,-0.00032711122670292525,0.00020019050630536855
1.0,Compressible,T,4.73,1.0005173592334131,-0.00032511469204621335,0.00019906324233431513
1.0,Compressible,T,4.74,1.0005141179373827,-0.0003231299618562389,0.00019793552752389934
1.0,Compressible,T,4.75,1.000510896634176,-0.00032115598149573543,0.0001968132924190548
1.0,Compressible,T,4.76,1.0005076948177527,-0.00031919369600785785,0.00019570190303851848
1.0,Compressible,T,4.7700000000000005,1.0005045127602556,-0.0003172419434349649,0.00019460195446185935
1.0,Compressible,T,4.78,1.0005013499788842,-0.00031530165691862067,0.0001935047826862081
1.0,Compressible,T,4.79,1.0004982067271173,-0.00031337184778124083,0.0001924083932181072
1.0,Compressible,T,4.8,1.0004950825419285,-0.0003114534890542586,0.00019131128361493319
1.0,Compressible,T,4.8100000000000005,1.000491977657336,-0.0003095456221089421,0.00019021594042101068
1.0,Compressible,T,4.82,1.0004888916294865,-0.0003076491702458384,0.00018912704007334816
1.0,Compressible,T,4.83,1.000485824673931,-0.0003057630813074752,0.00018805176544845273
1.0,Compressible,T,4.84,1.0004827763678603,-0.0003038881349368694,0.00018698430928054156
1.0,Compressible,T,4.8500000000000005,1.000479746911232,-0.00030202339512186427,0.00018591924835220305
1.0,Compressible,T,4.86,1.000476735899958,-0.00030016974996982526,0.00018485353621145416
1.0,Compressible,T,4.87,1.0004737435162327,-0.0002983263243976353,0.0001837884706645844
1.0,Compressible,T,4.88,1.00047076937347,-0.00029649398055653364,0.00018272526602914133
1.0,Compressible,T,4.89,1.0004678136366216,-0.00029467181907705253,0.00018167247937127956
1.0,Compressible,T,4.9,1.0004648759370882,-0.0002928605309691079,0.00018063167424031343
1.0,Compressible,T,4.91,1.0004619564260024,-0.0002910591855922462,0.00017959758196184686
1.0,Compressible,T,4.92,1.0004590547533763,-0.00028926857932987105,0.00017856354084245032
1.0,Compressible,T,4.93,1.0004561710544158,-0.00028748791477539726,0.00017753005394637728
1.0,Compressible,T,4.94,1.0004533049950806,-0.00028571797825094336,0.0001764962355821336
1.0,Compressible,T,4.95,1.0004504566948509,-0.00028395799006375455,0.00017546763615428583
1.0,Compressible,T,4.96,1.0004476258352792,-0.00028220862552785775,0.00017445020290552185
1.0,Compressible,T,4.97,1.0004448125223404,-0.0002804689860056442,0.00017344451848088673
1.0,Compressible,T,4.98,1.000442016455559,-0.0002787397351582399,0.00017244207555222428
1.0,Compressible,T,4.99,1.0004392377276374,-0.00027702014449459966,0.00017144031332350443
1.0,Compressible,T,5.0,1.0004364760526692,-0.0002753109288917699,0.00017043797768679161
1.0,Compressible,T,5.01,1.0004337315090597,-0.0002736113849408639,0.00016943717291439432
1.0,Compressible,T,5.0200000000000005,1.0004310038249702,-0.0002719221854334819,0.00016844277013205837
1.0,Compressible,T,5.03,1.0004282930653512,-0.0002702425295382227,0.0001674618864910861
1.0,Compressible,T,5.04,1.0004255989743793,-0.00026857294770366025,0.00016648932010810205
1.0,Compressible,T,5.05,1.0004229216063971,-0.0002669127431360607,0.00016551918733397758
1.0,Compressible,T,5.0600000000000005,1.0004202607195165,-0.00026526256395698056,0.00016454854439018445
1.0,Compressible,T,5.07,1.0004176163551182,-0.000263621772248257,0.0001635784190767743
1.0,Compressible,T,5.08,1.0004149882840716,-0.00026199099557544514,0.00016261009498919413
1.0,Compressible,T,5.09,1.0004123765352066,-0.0002603695703484732,0.00016165171707882044
1.0,Compressible,T,5.1000000000000005,1.0004097808926644,-0.00025875796123386863,0.00016070549975211006
1.0,Compressible,T,5.11,1.0004072013759822,-0.00025715546035343095,0.00015976608409573947
1.0,Compressible,T,5.12,1.0004046377834575,-0.0002555626395519539,0.00015882693880087465
1.0,Compressible,T,5.13,1.0004020901231911,-0.00025397892157741353,0.00015788823120033504
1.0,Compressible,T,5.14,1.0003995582050258,-0.0002524048749279473,0.00015694926993603184
1.0,Compressible,T,5.15,1.0003970420256925,-0.0002508399361786928,0.00015601506966333653
1.0,Compressible,T,5.16,1.0003945414063022,-0.0002492845735346805,0.00015509178119544123
1.0,Compressible,T,5.17,1.0003920563342217,-0.00024773810055478407,0.00015418009127188617
1.0,Compressible,T,5.18,1.0003895866442911,-0.0002462009717092428,0.0001532719323904478
1.0,Compressible,T,5.19,1.0003871323147875,-0.000244672661906975,0.00015236437427290465
1.0,Compressible,T,5.2,1.000384693191053,-0.0002431536842237847,0.00015145636353964056
1.0,Compressible,T,5.21,1.000382269241103,-0.00024164353463618227,0.0001505496364018217
1.0,Compressible,T,5.22,1.0003798603203602,-0.0002401426914957483,0.00014964896948298917
1.0,Compressible,T,5.23,1.000377466387273,-0.00023865055524652234,0.00014876122875761948
1.0,Compressible,T,5.24,1.0003750873092554,-0.00023716746692059587,0.00014788194206971986
1.0,Compressible,T,5.25,1.0003727230379347,-0.00023569291640512802,0.00014700509431975553
1.0,Compressible,T,5.26,1.0003703734509273,-0.00023422736503420083,0.00014612785399492102
1.0,Compressible,T,5.2700000000000005,1.000368038490634,-0.0002327703593252295,0.00014525101939000078
1.0,Compressible,T,5.28,1.0003657180437409,-0.00023132234464640078,0.0001443758325336865
1.0,Compressible,T,5.29,1.000363412043741,-0.00022988284267455583,0.00014350983867928227
1.0,Compressible,T,5.3,1.0003611203868874,-0.0002284521478728152,0.00014265573078375317
1.0,Compressible,T,5.3100000000000005,1.0003588430007835,-0.00022702972805888066,0.000141808325793134
1.0,Compressible,T,5.32,1.0003565797923264,-0.0002256159813569525,0.00014096136418118195
1.0,Compressible,T,5.33,1.0003543306811564,-0.00022421050077525706,0.00014011474895881185
1.0,Compressible,T,5.34,1.0003520955823109,-0.00022281368637777632,0.000139267938337179
1.0,Compressible,T,5.3500000000000005,1.0003498744074288,-0.00022142514200851338,0.0001384253433656113
1.0,Compressible,T,5.36,1.0003476670794709,-0.0002200451795104641,0.00013759305232952448
1.0,Compressible,T,5.37,1.0003454735038386,-0.00021867328096192296,0.00013677191113004201
1.0,Compressible,T,5.38,1.0003432936138517,-0.0002173097412878633,0.00013595445480518893
1.0,Compressible,T,5.39,1.0003411273090128,-0.0002159541918658192,0.00013513753813753672
1.0,Compressible,T,5.4,1.0003389745300142,-0.00021460699052511245,0.000134320262290542
1.0,Compressible,T,5.41,1.0003368351692024,-0.00021326778662000834,0.00013350403733625518
1.0,Compressible,T,5.42,1.0003347091742818,-0.00021193690977838742,0.0001326933734446846
1.0,Compressible,T,5.43,1.0003325964310068,-0.00021061391915111471,0.00013189476142371967
1.0,Compressible,T,5.44,1.0003304968958986,-0.00020929901454991295,0.00013110448335851115
1.0,Compressible,T,5.45,1.000328410450716,-0.00020799182948394446,0.0001303166165200799
1.0,Compressible,T,5.46,1.000326337059309,-0.00020669268221951143,0.00012952845338532262
1.0,Compressible,T,5.47,1.0003242765970715,-0.00020540126041623807,0.00012874060608680273
1.0,Compressible,T,5.48,1.0003222290341005,-0.00020411787009777527,0.00012795421326927507
1.0,Compressible,T,5.49,1.0003201942396696,-0.00020284217615085254,0.00012717612989377076
1.0,Compressible,T,5.5,1.0003181721905774,-0.00020157434749989989,0.00012640936013497486
1.0,Compressible,T,5.51,1.0003161627527195,-0.0002003139889481531,0.00012564906910483321
1.0,Compressible,T,5.5200000000000005,1.0003141659107984,-0.00019906136611780312,0.0001248893589433902
1.0,Compressible,T,5.53,1.0003121815253972,-0.00019781620176928527,0.0001241299216303577
1.0,Compressible,T,5.54,1.0003102095867629,-0.000196578767685196,0.00012337032835319298
1.0,Compressible,T,5.55,1.0003082499500435,-0.00019534879520222148,0.00012261439437110874
1.0,Compressible,T,5.5600000000000005,1.0003063026108587,-0.00019412647979777375,0.00012186796389812397
1.0,Compressible,T,5.57,1.0003043674204477,-0.00019291143592425897,0.00012113204697073061
1.0,Compressible,T,5.58,1.0003024443821402,-0.00019170383885835918,0.00012039986145851236
1.0,Compressible,T,5.59,1.0003005333436705,-0.0001905034386950888,0.00011966816906294406
1.0,Compressible,T,5.6000000000000005,1.0002986343133662,-0.00018931047547710023,0.00011893619387137559
1.0,Compressible,T,5.61,1.000296747134161,-0.00018812471481766124,0.00011820506671256399
1.0,Compressible,T,5.62,1.0002948718190698,-0.00018694637414284898,0.00011747892330049928
1.0,Compressible,T,5.63,1.000293008206678,-0.00018577513635165133,0.00011676381745929013
1.0,Compressible,T,5.64,1.0002911563163428,-0.00018461109779366325,0.00011605675389602874
1.0,Compressible,T,5.65,1.0002893159847221,-0.00018345400127373068,0.00011535204613721643
1.0,Compressible,T,5.66,1.0002874872363174,-0.00018230405687091888,0.00011464712024178772
1.0,Compressible,T,5.67,1.0002856699035847,-0.000181161058868895,0.00011394244161522411
1.0,Compressible,T,5.68,1.0002838640151401,-0.00018002520803861444,0.0001132390121227865
1.0,Compressible,T,5.69,1.0002820693994239,-0.0001788962786264392,0.00011254297120899537
1.0,Compressible,T,5.7,1.0002802860895676,-0.00017777434861443453,0.00011185750139475377
1.0,Compressible,T,5.71,1.0002785139124517,-0.00017665912859854416,0.00011117820370998462
1.0,Compressible,T,5.72,1.0002767529069956,-0.00017555078454023487,0.00011049958743569212
1.0,Compressible,T,5.73,1.0002750028967609,-0.0001744491368498302,0.0001098211871664017
1.0,Compressible,T,5.74,1.0002732639242586,-0.0001733543607969068,0.00010914265935469021
1.0,Compressible,T,5.75,1.0002715358095449,-0.00017226628366273644,0.00010846725864155707
1.0,Compressible,T,5.76,1.0002698185985854,-0.00017118501562407573,0.00010780047787761413
1.0,Compressible,T,5.7700000000000005,1.0002681121092323,-0.0001701102741051841,0.0001071434709842816
1.0,Compressible,T,5.78,1.0002664163931034,-0.00016904214620439006,0.00010649015855790714
1.0,Compressible,T,5.79,1.0002647312663082,-0.00016798047093402602,0.00010583730478686167
1.0,Compressible,T,5.8,1.0002630567836848,-0.00016692540010865287,0.00010518422826066506
1.0,Compressible,T,5.8100000000000005,1.000261392758306,-0.00016587678636881265,0.00010453182461844616
1.0,Compressible,T,5.82,1.0002597392479575,-0.0001648347636162839,0.0001038838210121202
1.0,Compressible,T,5.83,1.0002580960630336,-0.00016379910994857028,0.00010324579271525809
