z,F_chapman,G_chapman,H_chapman,T_chapman,F_sutherland,G_sutherland,H_sutherland,T_sutherland,dF_suth_minus_chap,dG_suth_minus_chap,dH_suth_minus_chap,dT_suth_minus_chap
10.870000000000001,0.0001554166429040869,-0.9997979229921603,-0.8855332138642488,1.0015954614027747,0.00017777218371991103,-0.9997681232084048,-0.8370808572238394,1.001807408491339,2.2355540815824143e-05,2.9799783755501963e-05,0.048452356640409366,0.00021194708856442368
10.88,0.00015405041280563424,-0.9997996998730657,-0.8855273692950634,1.001585350075747,0.00017643312302504256,-0.999769870270249,-0.837075081200579,1.0017972932053498,2.2382710219408312e-05,2.98296028167222e-05,0.04845228809448432,0.0002119431296028207
10.89,0.00015269656162050302,-0.9998014606457946,-0.8855215549895423,1.0015753047783702,0.00017509406233017408,-0.9997716173320932,-0.8370693051773186,1.0017871779193606,2.2397500709671054e-05,2.9843313701372054e-05,0.048452249812223736,0.0002118731409903596
10.9,0.000151354202659387,-0.9998032064642981,-0.8855157689156978,1.0015653209334912,0.0001737550016353056,-0.9997733643939374,-0.8370635291540582,1.0017770626333713,2.2400798975918604e-05,2.9842070360719397e-05,0.04845223976163959,0.00021174169988014135
10.91,0.00015002402161546185,-0.9998049364364674,-0.885510012902394,1.0015554023699214,0.00017241594094043712,-0.9997751114557816,-0.8370577531307978,1.001766947347382,2.2391919324975273e-05,2.9824980685821956e-05,0.04845225977159617,0.0002115449774606759
10.92,0.00014870511763979193,-0.9998066517346532,-0.8855042848563843,1.001545544405049,0.00017107688024556864,-0.9997768585176259,-0.8370519771075373,1.0017568320613928,2.237176260577671e-05,2.9793217027340724e-05,0.04845230774884701,0.00021128765634381708
10.93,0.00014739819388343586,-0.9998083514440398,-0.8854985866575563,1.001535750970141,0.00016973781955070016,-0.9997786055794701,-0.837046201084277,1.0017467167754035,2.23396256672643e-05,2.974586456971906e-05,0.048452385573279355,0.00021096580526247521
10.94,0.00014610233622167865,-0.9998100367542279,-0.8854929161599386,1.001526017289051,0.00016839875885583168,-0.9997803526413143,-0.8370404250610165,1.0017366014894142,2.2296422634153035e-05,2.9684112913597183e-05,0.048452491098922135,0.00021058420036323966
10.950000000000001,0.00014481826379535834,-0.9998117067296072,-0.8854872753070491,1.0015163474059856,0.00016705969816096296,-0.9997820997031585,-0.8370346490377562,1.001726486203425,2.224143436560462e-05,2.9607026448719154e-05,0.04845262626929292,0.00021013879743936315
10.96,0.00014354505096787943,-0.9998133625747306,-0.8854816619038515,1.0015067364599344,0.00016572063746609448,-0.9997838467650028,-0.8370288730144957,1.0017163709174357,2.217558649821505e-05,2.951580972787582e-05,0.04845278888935578,0.0002096344575013287
10.97,0.00014228343111401677,-0.9998150033354805,-0.8854760779445963,1.0014971885889414,0.000164381576771226,-0.999785593826847,-0.8370230969912353,1.0017062556314464,2.209814565720924e-05,2.9409508633504444e-05,0.048452980953360925,0.00020906704250500674
10.98,0.00014103246830723303,-0.9998166302297717,-0.8854705211776094,1.0014876988417054,0.00016304251607635753,-0.9997873408886911,-0.8370173209679749,1.0016961403454572,2.20100477691245e-05,2.928934108059611e-05,0.048453200209634506,0.00020844150375176618
10.99,0.0001397929094400643,-0.999818242285911,-0.8854649936437534,1.0014782714436052,0.00016170345538148905,-0.9997890879505353,-0.8370115449447145,1.001686025059468,2.1910545941424757e-05,2.9154335375647378e-05,0.04845344869903889,0.00020775361586267138
11.0,0.00013856380864321057,-0.9998198407347247,-0.8854594930394515,1.0014689013592963,0.00016036439468662054,-0.9997908350123796,-0.8370057689214541,1.0016759097734786,2.180058604340997e-05,2.9005722345099016e-05,0.04845372411799742,0.0002070084141823081
11.01,0.00013734592585823874,-0.9998214245875525,-0.8854540214573475,1.0014595929061296,0.0001590253339917521,-0.9997925820742238,-0.8369999928981936,1.0016657944874896,2.1679408133513348e-05,2.884251332868626e-05,0.04845402855915393,0.00020620158135997713
11.02,0.0001361383145555841,-0.9998229950760565,-0.8854485765787736,1.0014503410301898,0.00015768627329688359,-0.999794329136068,-0.8369942168749333,1.0016556792015003,2.1547958741299474e-05,2.8665939988514744e-05,0.04845435970384038,0.00020533817131052068
11.03,0.0001349417208786601,-0.9998245512295404,-0.8854431604783592,1.0014411499929194,0.0001563472126020151,-0.9997960761979122,-0.8369884408516728,1.001645563915511,2.1405491723355016e-05,2.847503162817233e-05,0.04845471962668646,0.0002044139225916286
11.040000000000001,0.00013375522808366623,-0.9998260942408873,-0.8854377708852587,1.00143201487116,0.0001550081519071464,-0.9997978232597564,-0.8369826648284124,1.0016354486295218,2.1252923823480177e-05,2.8270981130895656e-05,0.04845510605684622,0.0002034337583618484
11.05,0.00013257954843301937,-0.9998276231834965,-0.8854324097996178,1.0014229397550198,0.0001536690912122779,-0.9997995703216007,-0.836976888805152,1.0016253333435325,2.1089542779258538e-05,2.8052861895777603e-05,0.04845552099446582,0.00020239358851270595
11.06,0.00013141380545622628,-0.9998291391978278,-0.8854270750272224,1.0014139199115957,0.00015233003051740945,-0.9998013173834449,-0.8369711127818916,1.0016152180575433,2.091622506118318e-05,2.7821814382877896e-05,0.048455962245330775,0.00020129814594760376
11.07,0.00013025867534910865,-0.999830641404217,-0.8854217684862495,1.0014049592455958,0.00015099096982254095,-0.9998030644452891,-0.8369653367586312,1.001605102771554,2.0732294473432296e-05,2.7576958927855166e-05,0.048456431727618376,0.0002001435259582074
11.08,0.00012911331988799666,-0.999832130893341,-0.8854164880695092,1.0013960532209079,0.00014965190912767247,-0.9998048115071333,-0.8369595607353708,1.0015949874855647,2.053858923967581e-05,2.731938620770258e-05,0.04845692733413842,0.00019893426465689146
11.09,0.0001279783810339195,-0.9998336068300855,-0.8854112356241657,1.0013872055739461,0.000148312848432804,-0.9998065585689776,-0.8369537847121103,1.0015848721995755,2.0334467398884487e-05,2.704826110788705e-05,0.04845745091205533,0.00019766662562936688
11.1,0.00012685305731994308,-0.9998350702572867,-0.8854060091198104,1.0013784119499634,0.0001469737877379355,-0.9998083056308218,-0.8369480086888499,1.0015747569135862,2.0120730417992437e-05,2.6764626464892416e-05,0.04845800043096049,0.00019634496362286313
11.11,0.00012573795743088878,-0.9998365203831319,-0.8854008103237666,1.0013696759095692,0.00014563472704306704,-0.999810052692666,-0.8369422326655895,1.001564641627597,1.9896769612178254e-05,2.6467690465881155e-05,0.04845857765817707,0.00019496571802779528
11.120000000000001,0.00012463231594377828,-0.9998379582035433,-0.8853956372769135,1.0013609932713239,0.0001442956663481983,-0.9998117997545102,-0.8369364566423291,1.0015545263416077,1.966335040442003e-05,2.615844903308684e-05,0.04845918063458443,0.0001935330702838023
11.13,0.0001235367089981869,-0.99983938296906,-0.8853904916693314,1.0013523674248581,0.00014295660565332983,-0.9998135468163544,-0.8369306806190687,1.0015444110556184,1.941989665514294e-05,2.5836152705682736e-05,0.04845981105026265,0.00019204363076030795
11.14,0.00012245040602910682,-0.9998407956302343,-0.8853853716158391,1.0013437943619807,0.00014161754495846136,-0.9998152938781987,-0.8369249045958083,1.0015342957696294,1.916713892935454e-05,2.5501752035639313e-05,0.04846046702003082,0.00019050140764864665
11.15,0.00012137395221249373,-0.9998421954778968,-0.8853802787423756,1.0013352773202313,0.00014027848426359288,-0.9998170409400429,-0.8369191285725479,1.0015241804836401,1.890453205109915e-05,2.515453785389976e-05,0.04846115016982766,0.00018890316340880453
11.16,0.00012030665002564058,-0.9998435834195957,-0.8853752112411761,1.001326812463927,0.0001389394235687244,-0.9998187880018871,-0.8369133525492874,1.0015140651976508,1.8632773543083816e-05,2.4795417708611822e-05,0.04846185869188868,0.00018725273372388607
11.17,0.00011924901528498913,-0.9998449587843632,-0.8853701706642643,1.0013184028715885,0.00013760036287385592,-0.9998205350637313,-0.8369075765260271,1.0015039499116616,1.835134758886679e-05,2.442372063193865e-05,0.04846259413823717,0.00018554704007311962
11.18,0.00011820038223790528,-0.9998463224384009,-0.8853651552711359,1.0013100448652772,0.00013626130217898744,-0.9998222821255756,-0.8369018005027666,1.0014938346256723,1.806091994108216e-05,2.404031282532415e-05,0.04846335476836927,0.0001837897603951255
11.19,0.00011716123813242349,-0.9998476737479132,-0.8853601665410248,1.0013017413678091,0.00013492224148411896,-0.9998240291874197,-0.8368960244795063,1.001483719339683,1.7761003351695476e-05,2.3644560493418787e-05,0.0484641420615185,0.0001819779718739145
11.200000000000001,0.00011613094839628952,-0.9998490135385217,-0.8853552027986425,1.001293488855151,0.00013358318078925032,-0.9998257762492639,-0.8368902484562458,1.0014736040536938,1.74522323929608e-05,2.323728925779367e-05,0.04846495434239673,0.00018011519854277402
11.21,0.0001151099723390452,-0.9998503412127846,-0.8853502654600272,1.0012852901068912,0.00013262690972625315,-0.999827023673483,-0.8368855167816972,1.001465657128585,1.751693738720795e-05,2.3317539301626056e-05,0.04846474867832995,0.0001803670216937725
11.22,0.00011409770550364402,-0.9998516575571299,-0.8853453529243858,1.001277141760651,0.000131670638663256,-0.999828271097702,-0.8368807851071486,1.001457710203476,1.7572933159611988e-05,2.3386459427898743e-05,0.04846456781723718,0.00018056844282510198
11.23,0.00011309458068986446,-0.9998529620086077,-0.8853404665445844,1.0012690464564933,0.00013071436760025884,-0.9998295185219211,-0.8368760534326,1.0014497632783672,1.761978691039437e-05,2.3443486686591797e-05,0.04846441311198446,0.00018071682187392746
11.24,0.00011210002192990268,-0.9998542553165721,-0.8853356047821936,1.001261000975791,0.00012975809653726166,-0.9998307659461402,-0.8368713217580513,1.0014418163532584,1.7658074607358986e-05,2.348937043195054e-05,0.048464283024142296,0.00018081537746739151
11.25,0.00011111443691586698,-0.9998555369507394,-0.8853307689219141,1.001253007817038,0.00012880182547426452,-0.9998320133703592,-0.8368665900835027,1.0014338694281495,1.7687388558397543e-05,2.3523580380158116e-05,0.048464178838411365,0.00018086161111141585
11.26,0.00011013727708785936,-0.9998568076247968,-0.8853259574863545,1.0012450639010768,0.00012784555441126735,-0.9998332607945782,-0.8368618584089541,1.0014259225030409,1.7708277323407986e-05,2.3546830218545978e-05,0.04846409907740035,0.00018085860196404013
11.27,0.00010916892567709209,-0.9998580668402851,-0.8853211716956719,1.001237171590597,0.00012688928334827018,-0.9998345082187974,-0.8368571267344055,1.001417975577932,1.772035767117809e-05,2.3558621487729248e-05,0.04846404496126644,0.0001808039873349987
11.28,0.00010820886104639084,-0.9998593152758564,-0.8853164101399204,1.0012293279518987,0.00012593301228527303,-0.9998357556430164,-0.8368523950598569,1.0014100286528231,1.77241512388822e-05,2.3559632839953437e-05,0.04846401508006348,0.00018070070092446322
11.290000000000001,0.00010725744250978395,-0.9998605524641694,-0.8853116739865934,1.0012215352267066,0.0001249767412222757,-0.9998370030672354,-0.8368476633853082,1.0014020817277143,1.771929871249175e-05,2.3549396933941757e-05,0.048464010601285135,0.00018054650100762792
11.3,0.00010631417439480555,-0.9998617790500873,-0.8853069618849609,1.0012137906150054,0.00012402047015927853,-0.9998382504914545,-0.8368429317107596,1.0013941348026054,1.770629576447298e-05,2.3528558632857077e-05,0.04846403017420131,0.00018034418760004556
11.31,0.00010537939338892116,-0.9998629945957063,-0.8853022749401898,1.001206096229943,0.00012306419909628139,-0.9998394979156735,-0.8368382000362111,1.0013861878774966,1.768480570736022e-05,2.349668003276406e-05,0.04846407490397864,0.00018009164755361518
11.32,0.000104452628329154,-0.9998641997139968,-0.8852976118578612,1.0011984493981623,0.00012210792803328421,-0.9998407453398926,-0.8368334683616625,1.0013782409523877,1.7655299704130213e-05,2.3454374104114883e-05,0.04846414349619865,0.00017979155422542803
11.33,0.00010353419449943017,-0.9998653939948988,-0.8852929736813107,1.0011908521079393,0.00012115165697028706,-0.9998419927641117,-0.8368287366871139,1.0013702940272788,1.761746247085689e-05,2.340123078714562e-05,0.048464236994196774,0.00017944191933949583
11.34,0.00010262364433189608,-0.9998665780206811,-0.8852883591745289,1.0011833018125929,0.0001201953859072899,-0.9998432401883307,-0.8368240050125653,1.00136234710217,1.7571741575393823e-05,2.333783235042297e-05,0.048464354161963596,0.00017904528957712884
11.35,0.00010172127222966466,-0.9998677514084482,-0.8852837693317506,1.0011758003912725,0.00011923911484429274,-0.9998444876125497,-0.8368192733380166,1.0013544001770611,1.7517842614628084e-05,2.3263795898453843e-05,0.048464495993733925,0.00017859978578860236
11.36,0.00010082665382330088,-0.9998689147102818,-0.8852792029772821,1.0011683454251021,0.00011828284378129558,-0.9998457350367689,-0.836814541663468,1.0013464532519525,1.7456189957994704e-05,2.3179673512951915e-05,0.048464661313814106,0.00017810782685034887
11.370000000000001,9.99400631053326e-05,-0.9998700675698401,-0.8852746610495449,1.0011609386777258,0.00011732657271829825,-0.9998469824609879,-0.8368098099889194,1.0013385063268436,1.738650961296565e-05,2.308510885218329e-05,0.04846485106062548,0.00017756764911780465
11.38,9.906109804188056e-05,-0.9998712105101412,-0.885270142423718,1.0011535778451728,0.00011637030165530109,-0.9998482298852069,-0.8368050783143708,1.0013305594017348,1.7309203613420537e-05,2.298062493422126e-05,0.048465064109347256,0.00017698155656198367
11.39,9.819001338071594e-05,-0.9998723431998787,-0.8852656479816915,1.001146264577765,0.00011541403059230393,-0.999849477309426,-0.8368003466398222,1.001322612476626,1.7224017211588e-05,2.2865890452750115e-05,0.04846530134186933,0.00017634789886100677
11.4,9.732642812198682e-05,-0.9998734661347025,-0.885261176649806,1.0011389966834185,0.00011445775952930676,-0.9998507247336451,-0.8367956149652735,1.001314665551517,1.7131331407319945e-05,2.27414010574023e-05,0.04846556168453242,0.00017566886809849969
11.41,9.647057883312498e-05,-0.9998745790069553,-0.8852567292597746,1.0011317757090548,0.0001135014884663096,-0.9998519721578641,-0.8367908832907249,1.0013067186264082,1.703090963318463e-05,2.2606849091166836e-05,0.04846584596904968,0.0001749429173534267
11.42,9.562210477972213e-05,-0.9998756822859195,-0.8852523047975945,1.0011245995821054,0.00011254521740331245,-0.9998532195820832,-0.8367861516161763,1.0012987717012993,1.6923112623590318e-05,2.2462703836323428e-05,0.048466153181418226,0.00017417211919390496
11.43,9.478122476529088e-05,-0.9998767756870454,-0.8852479040470055,1.0011174697496563,0.00011158894634031529,-0.9998544670063022,-0.8367814199416277,1.0012908247761905,1.6807721575024412e-05,2.230868074315495e-05,0.048466484105377794,0.00017335502653414991
11.44,9.394759799880858e-05,-0.9998778596536665,-0.8852435260410944,1.0011103842436098,0.00011063267527731813,-0.9998557144305212,-0.8367766882670791,1.0012828778510816,1.6685077278509554e-05,2.2145223145253468e-05,0.04846683777401528,0.0001724936074718464
11.450000000000001,9.312142592752653e-05,-0.9998789339238112,-0.8852391715121954,1.0011033444083852,0.0001096764042143208,-0.9998569618547404,-0.8367719565925305,1.0012749309259728,1.655497828679427e-05,2.197206907084137e-05,0.04846721491966499,0.00017158651758752974
11.46,9.230238692556277e-05,-0.9998799989158764,-0.8852348395392189,1.0010963483769215,0.00010872013315132363,-0.9998582092789594,-0.8367672249179818,1.0012669840008641,1.641774622576086e-05,2.178963691701341e-05,0.048467614621237054,0.00017063562394259435
11.47,9.149066613691603e-05,-0.9998810543890978,-0.885230530804587,1.0010893973953658,0.00010776386208832647,-0.9998594567031784,-0.8367624932434332,1.0012590370757553,1.6273195951410437e-05,2.1597685919361176e-05,0.04846803756115381,0.00016963968038941069
11.48,9.068595993764956e-05,-0.9998821007384512,-0.8852262444404493,1.0010824897030914,0.00010680759102532931,-0.9998607041273975,-0.8367577615688846,1.0012510901506464,1.6121631087679758e-05,2.1396611053714487e-05,0.04846848287156469,0.0001686004475549563
11.49,8.988843809257156e-05,-0.9998831377431755,-0.885221981088605,1.0010756264608514,0.00010585131996233216,-0.9998619515516166,-0.836753029894336,1.0012431432255375,1.59628818697606e-05,2.1186191558886236e-05,0.04846895119426897,0.00016751676468618193
11.5,8.909781433811822e-05,-0.9998841657756607,-0.8852177399280653,1.0010688060055897,0.000104895048899335,-0.9998631989758356,-0.8367482982197874,1.0012351963004287,1.5797234561216775e-05,2.0966799825106186e-05,0.04846944170827794,0.0001663902948390028
11.51,8.831424338551853e-05,-0.9998851846347264,-0.8852135215526638,1.0010620294052006,0.00010393877783633783,-0.9998644464000547,-0.8367435665452388,1.0012272493753198,1.5624534450819292e-05,2.0738234671746625e-05,0.0484699550074249,0.00016521997011920142
11.52,8.753745607229771e-05,-0.9998861946705132,-0.885209325183404,1.0010552950880225,0.00010298250677334068,-0.9998656938242737,-0.8367388348706902,1.001219302450211,1.5445050701042972e-05,2.050084623950177e-05,0.048470490312713777,0.00016400736218846745
11.53,8.676759241054724e-05,-0.9998871957009606,-0.8852051513678554,1.0010486040319282,0.00010202623571034351,-0.9998669412484927,-0.8367341031961416,1.001211355525102,1.5258643299796267e-05,2.0254452467893813e-05,0.04847104817171377,0.00016275149317390714
11.540000000000001,8.600439963597751e-05,-0.9998881880548749,-0.8852009993706613,1.001041954756705,0.00010106996464734618,-0.9998681886727119,-0.836729371521593,1.0012034085999932,1.506556501136867e-05,1.999938216301622e-05,0.04847162784906833,0.0001614538432881396
11.55,8.524800401251124e-05,-0.9998891715680771,-0.8851968697025828,1.0010353481633396,0.00010011369358434902,-0.9998694360969309,-0.8367246398470444,1.0011954616748844,1.4865689571837783e-05,1.9735471146198336e-05,0.04847222985553845,0.00016011351154476827
11.56,8.449816813534644e-05,-0.9998901465493921,-0.8851927616763813,1.0010287828654647,9.915742252135186e-05,-0.9998706835211499,-0.8367199081724958,1.0011875147497757,1.4659254386005421e-05,1.946302824218371e-05,0.04847285350388553,0.00015873188431103635
11.57,8.375500532019193e-05,-0.9998911128514811,-0.8851886757591023,1.001022259681424,9.820115145835469e-05,-0.999871930945369,-0.8367151764979471,1.0011795678246669,1.4446146138162759e-05,1.9181906112164526e-05,0.048473499261155184,0.00015730814324288467
11.58,8.301829299057555e-05,-0.9998920707638783,-0.8851846113028555,1.0010157773074118,9.724488039535755e-05,-0.9998731783695881,-0.8367104448233985,1.001171620899558,1.4226587404781997e-05,1.8892394290204173e-05,0.048474166479457015,0.0001558435921462653
11.59,8.22881317623456e-05,-0.9998930201557632,-0.8851805687315633,1.0010093364804382,9.628860933236038e-05,-0.9998744257938071,-0.8367057131488499,1.0011636739744492,1.4000477570014772e-05,1.8594361956059124e-05,0.04847485558271336,0.00015433749401094765
11.6,8.156431368066603e-05,-0.9998939612976474,-0.8851765474350597,1.0010029359768886,9.533233826936322e-05,-0.9998756732180262,-0.8367009814743013,1.0011557270493403,1.3768024588697189e-05,1.8288079621231468e-05,0.048475565960758416,0.00015279107245169676
11.61,8.084692697073554e-05,-0.9998948940748262,-0.885172547800411,1.0009965764603235,9.464956409348879e-05,-0.9998765637649794,-0.8366971264356858,1.001149484579633,1.3802637122753252e-05,1.833030984688122e-05,0.04847542136472516,0.00015290811930945836
11.620000000000001,8.013577766362525e-05,-0.999895818739617,-0.885168569263078,1.00099025679462,9.396678991761423e-05,-0.9998774543119325,-0.8366932713970704,1.0011432421099253,1.3831012253988985e-05,1.8364427684436357e-05,0.04847529786600757,0.00015298531530527626
11.63,7.943094245251686e-05,-0.9998967351923129,-0.8851646121743627,1.0009839775733276,9.32840157417398e-05,-0.9998783448588857,-0.836689416358455,1.001136999640218,1.3853073289222948e-05,1.8390333427209526e-05,0.04847519581590776,0.00015302206689038478
11.64,7.873224042770832e-05,-0.9998976436682432,-0.8851606760062816,1.0009777377351792,9.260124156586536e-05,-0.9998792354058389,-0.8366855613198395,1.0011307571705106,1.3869001138157045e-05,1.8408262404290276e-05,0.048475114686442056,0.00015301943533141404
11.65,7.80397374406997e-05,-0.9998985440818008,-0.8851567610698621,1.000971537800384,9.191846738999094e-05,-0.9998801259527921,-0.8366817062812241,1.001124514700803,1.3878729949291243e-05,1.8418129008712647e-05,0.048475054788638006,0.00015297690041893297
11.66,7.735326520562768e-05,-0.9998994366518931,-0.8851528668722078,1.0009653767797506,9.12356932141165e-05,-0.9998810164997453,-0.8366778512426087,1.0011182722310956,1.3882428008488813e-05,1.842015214781334e-05,0.048475015629599105,0.00015289545134500315
11.67,7.667287891521781e-05,-0.999900321306775,-0.8851489936866139,1.0009592551234943,9.055291903824207e-05,-0.9998819070466984,-0.8366739962039933,1.0011120297613882,1.3880040123024257e-05,1.8414260076538014e-05,0.04847499748262063,0.00015277463789398205
11.68,7.599842274462015e-05,-0.9999011982491439,-0.8851451410598912,1.000953171919301,8.987014486236764e-05,-0.9998827975936516,-0.8366701411653779,1.0011057872916806,1.3871722117747492e-05,1.8400655492301077e-05,0.048474999894513315,0.00015261537237964973
11.69,7.532994149857695e-05,-0.9999020674207648,-0.8851413092368741,1.0009471275585753,8.91873706864932e-05,-0.9998836881406048,-0.8366662861267624,1.0010995448219733,1.3857429187916258e-05,1.8379280160019107e-05,0.04847502311011165,0.0001524172633979859
11.700000000000001,7.466729123748669e-05,-0.9999029290088742,-0.8851374977995929,1.0009411211993269,8.850459651061866e-05,-0.999884578687558,-0.836662431088147,1.001093302352266,1.3837305273131965e-05,1.8350321316251694e-05,0.04847506671144597,0.0001521811529390238
11.71,7.401050715314517e-05,-0.9999037829677386,-0.8851337069563373,1.0009351531669948,8.782182233474422e-05,-0.9998854692345112,-0.8366585760495315,1.0010870598825583,1.3811315181599048e-05,1.8313733227470763e-05,0.048475130906805775,0.0001519067155635323
11.72,7.335945636530599e-05,-0.9999046294702085,-0.8851299363213978,1.0009292226844464,8.713904815886979e-05,-0.9998863597814643,-0.8366547210109161,1.001080817412851,1.3779591793563797e-05,1.8269688744187995e-05,0.04847521531048171,0.00015159472840453603
11.73,7.271416504644721e-05,-0.9999054684822791,-0.8851261860670853,1.000923330013319,8.645627398299535e-05,-0.9998872503284175,-0.8366508659723007,1.0010745749431436,1.3742108936548142e-05,1.8218153861604414e-05,0.04847532009478461,0.00015124492982465654
11.74,7.207451102313359e-05,-0.9999063001628741,-0.8851224558408128,1.0009174744414064,8.577349980712092e-05,-0.9998881408753707,-0.8366470109336852,1.001068332473436,1.3698988783987336e-05,1.8159287503372035e-05,0.04847544490712763,0.00015085803202952164
11.75,7.144051157626752e-05,-0.9999071244895514,-0.8851187457883193,1.0009116561775107,8.509072563124648e-05,-0.9998890314223239,-0.8366431558950698,1.0010620900037286,1.3650214054978962e-05,1.809306722755366e-05,0.048475589893249516,0.00015043382621793278
11.76,7.081205511281253e-05,-0.999907941607472,-0.8851150555932661,1.0009058745775596,8.440795145537206e-05,-0.9998899219692771,-0.8366393008564544,1.0010558475340212,1.3595896342559523e-05,1.8019638194921583e-05,0.04847575473681165,0.00014997295646157482
11.77,7.018915026024893e-05,-0.999908751505447,-0.8851113853697612,1.0009001297924118,8.372517727949763e-05,-0.9998908125162302,-0.836635445817839,1.0010496050643136,1.3536027019248696e-05,1.7938989216759182e-05,0.0484759395519222,0.0001494752719017889
11.78,6.957169548377795e-05,-0.9999095543155541,-0.8851077348301652,1.0008944212362514,8.304240310362319e-05,-0.9998917030631834,-0.8366315907792236,1.0010433625946062,1.3470707619845238e-05,1.785125237063756e-05,0.048476144050941694,0.00014894135835485933
11.790000000000001,6.89596914568039e-05,-0.9999103500369477,-0.8851041040559342,1.0008887490026328,8.235962892774864e-05,-0.9998925936101366,-0.8366277357406081,1.0010371201248989,1.3399937470944743e-05,1.7756426811121884e-05,0.04847636831532609,0.00014837112226606664
11.8,6.835304596754181e-05,-0.999911138789579,-0.8851004927881524,1.000883112562137,8.16768547518742e-05,-0.9998934841570898,-0.8366238807019927,1.0010308776551913,1.3323808784332388e-05,1.7654632489261246e-05,0.04847661208615972,0.00014776509305436392
11.81,6.77517522437325e-05,-0.999911920582284,-0.8850969010800059,1.0008775119572737,8.099408057599977e-05,-0.999894374704043,-0.8366200256633772,1.001024635185484,1.3242328332267278e-05,1.7545878240987633e-05,0.048476875416628706,0.00014712322821019974
11.82,6.715572711551185e-05,-0.999912695523253,-0.8850933287079953,1.000871946721867,8.031130640012533e-05,-0.9998952652509961,-0.8366161706247618,1.0010183927157765,1.3155579284613488e-05,1.7430272256868662e-05,0.048477158083233496,0.0001464459939095608
11.83,6.656495644646274e-05,-0.9999134636308983,-0.8850897756997784,1.0008664168506924,7.962853222425091e-05,-0.9998961557979493,-0.8366123155861463,1.0010121502460692,1.3063575777788166e-05,1.7307832948953994e-05,0.048477460113632076,0.0001457333953767126
11.84,6.597936601227737e-05,-0.9999142250017744,-0.8850862418581158,1.0008609219302125,7.894575804837648e-05,-0.9998970463449025,-0.8366084605475309,1.0010059077763616,1.2966392036099111e-05,1.717865687189679e-05,0.04847778131058489,0.0001449858461490816
11.85,6.539893452281134e-05,-0.999914979663596,-0.885082727181467,1.0008554619038599,7.826298387250204e-05,-0.9998979368918557,-0.8366046055089156,1.0009996653066542,1.2864049349690706e-05,1.704277174030544e-05,0.04847812167255139,0.00014420340279430732
11.86,6.482359622515457e-05,-0.9999157277018987,-0.8850792314979157,1.0008500364084598,7.758020969662762e-05,-0.9998988274388089,-0.8366007504703001,1.0009934228369468,1.2756613471473041e-05,1.6900263089869583e-05,0.04847848102761554,0.00014338642848699124
11.870000000000001,6.425332330623193e-05,-0.9999164691528791,-0.8850757547775422,1.0008446453386455,7.689743552075307e-05,-0.999899717985762,-0.8365968954316847,1.0009871803672392,1.2644112214521132e-05,1.675116711707947e-05,0.048478859345857495,0.00014253502859373768
11.88,6.368805783085164e-05,-0.9999172040919048,-0.8850722968789776,1.000839288385834,7.621466134487863e-05,-0.9999006085327152,-0.8365930403930693,1.0009809378975318,1.2526603514026983e-05,1.6595559189536147e-05,0.04847925648590834,0.00014164951169792772
11.89,6.312776589642943e-05,-0.9999179325630899,-0.8850688577515297,1.0008339654055731,7.553188716900419e-05,-0.9999014990796684,-0.8365891853544538,1.0009746954278245,1.2404121272574758e-05,1.643348342150741e-05,0.048479672397075846,0.00014073002225134523
11.9,6.257239716581071e-05,-0.9999186546319199,-0.8850654372806918,1.000828676139141,7.484911299312976e-05,-0.9999023896266216,-0.8365853303158384,1.0009684529581169,1.2276715827319053e-05,1.6265005298277124e-05,0.04848010696485339,0.00013977681897592298
11.91,6.202191168990443e-05,-0.9999193703503709,-0.8850620353889446,1.000823420396264,7.416633881725533e-05,-0.9999032801735748,-0.8365814752772229,1.0009622104884095,1.2144427127350901e-05,1.609017679615743e-05,0.04848056011172164,0.00013879009214545768
11.92,6.147626665787878e-05,-0.9999200797741394,-0.8850586519845041,1.0008181979632136,7.34835646413809e-05,-0.999904170720528,-0.8365776202386075,1.0009559680187021,1.2007297983502113e-05,1.5909053611484758e-05,0.048481031745896574,0.0001377700554885397
11.93,6.093541626101661e-05,-0.9999207829628203,-0.8850552869640507,1.0008130086055367,7.280079046550647e-05,-0.9999050612674811,-0.836573765199992,1.0009497255489945,1.186537420448986e-05,1.5721695339143693e-05,0.04848152176405862,0.00013671694345784857
11.94,6.039932478369999e-05,-0.9999214799628823,-0.8850519402595618,1.0008078521545671,7.211801628963203e-05,-0.9999059518144343,-0.8365699101613766,1.0009434830792872,1.1718691505932036e-05,1.552814844796302e-05,0.04848203009818519,0.00013563092472002047
11.950000000000001,5.98679411262886e-05,-0.9999221708407989,-0.8850486117487283,1.0008027283408305,7.143524211375748e-05,-0.9999068423613875,-0.8365660551227612,1.0009372406095798,1.1567300987468876e-05,1.5328479411436113e-05,0.04848255662596712,0.00013451226874927613
11.96,5.934123608801558e-05,-0.9999228556345661,-0.8850453013918647,1.0007976370444087,7.075246793788304e-05,-0.9999077329083407,-0.8365622000841458,1.0009309981398722,1.141123184986746e-05,1.512272622539168e-05,0.04848310130771882,0.00013336109546346897
11.97,5.8819153645829573e-05,-0.9999235344170585,-0.8850420090428874,1.0007925779563385,7.006969376200861e-05,-0.9999086234552939,-0.8365583450455304,1.0009247556701648,1.1250540116179039e-05,1.4910961764647013e-05,0.04848366399735704,0.00013217771382634247
