r,z,U,V,W,T,rho,mu,kappa,Mr
1.5250000000000000e+01,2.0000000000000000e+00,1.5154945957471724e-01,-6.9435814285886788e-01,-5.5790867120988774e-01,1.2648038606610545e+00,7.9063642285005853e-01,1.1985533615068202e+00,1.6646574465372503e+00,2.2874999999999998e-01
1.5250000000000000e+01,2.2500000000000000e+00,1.3700091159398683e-01,-7.4372594146637905e-01,-6.1478562334027942e-01,1.2385286582100266e+00,8.0740965771857220e-01,1.1798259564591891e+00,1.6386471617488738e+00,2.2874999999999998e-01
1.5250000000000000e+01,2.5000000000000000e+00,1.2178266560294981e-01,-7.8597818135322417e-01,-6.6337818601338039e-01,1.2137707140498437e+00,8.2387883347705715e-01,1.1619978349897586e+00,1.6138858819302204e+00,2.2874999999999998e-01
1.5250000000000000e+01,2.7500000000000000e+00,1.0674679750175356e-01,-8.2190365723074355e-01,-7.0413562054752654e-01,1.1906686489818779e+00,8.3986422322875842e-01,1.1451987035722992e+00,1.5905537549615267e+00,2.2874999999999998e-01
1.5250000000000000e+01,3.0000000000000000e+00,9.2465369885272111e-02,-8.5227468173321819e-01,-7.3776152146347529e-01,1.1693087091921162e+00,8.5520615055617544e-01,1.1295226985633720e+00,1.5687815257824611e+00,2.2874999999999998e-01
1.5250000000000000e+01,3.2500000000000000e+00,7.9290740301389120e-02,-8.7782035783000067e-01,-7.6508745272553003e-01,1.1497276464111950e+00,8.6977120461653612e-01,1.1150282162394218e+00,1.5486503003325305e+00,2.2874999999999998e-01
1.5250000000000000e+01,3.5000000000000000e+00,6.7408880672630470e-02,-8.9921112184031293e-01,-7.8698141675833966e-01,1.1319181740846769e+00,8.8345608622164562e-01,1.1017400095984875e+00,1.5301944577756772e+00,2.2874999999999998e-01
1.5250000000000000e+01,3.7500000000000000e+00,5.6884729747285784e-02,-9.1705130588093120e-01,-8.0428582696412543e-01,1.1158360398898024e+00,8.9618901366437120e-01,1.0896529729099689e+00,1.5134069068194014e+00,2.2874999999999998e-01
1.5250000000000000e+01,4.0000000000000000e+00,4.7699379464902082e-02,-9.3187720535581819e-01,-8.1777911562298033e-01,1.1014078175316802e+00,9.0792891069273407e-01,1.0787369825696567e+00,1.4982458091245232e+00,2.2874999999999998e-01
1.5250000000000000e+01,4.2500000000000000e+00,3.9779481864853722e-02,-9.4415876441036506e-01,-8.2815525346136354e-01,1.0885386724392776e+00,9.1866281402674133e-01,1.0689421991065633e+00,1.4846419432035602e+00,2.2874999999999998e-01
1.5250000000000000e+01,4.5000000000000000e+00,3.3019657676501342e-02,-9.5430350179784507e-01,-8.3601606903482428e-01,1.0771195520723162e+00,9.2840204977809315e-01,1.0602043338841187e+00,1.4725060192834982e+00,2.2874999999999998e-01
1.5250000000000000e+01,4.7500000000000000e+00,2.7298907522756769e-02,-9.6266169738986929e-01,-8.4187211818166108e-01,1.0670334528693648e+00,9.3717774012698030e-01,1.0524495145932580e+00,1.4617354369350806e+00,2.2874999999999998e-01
1.5250000000000000e+01,5.0000000000000000e+00,2.2492101287360160e-02,-9.6953216024786304e-01,-8.4614878599295096e-01,1.0581605944058223e+00,9.4503613656254071e-01,1.0455985187236168e+00,1.4522201648939121e+00,2.2874999999999998e-01
1.5250000000000000e+01,5.2500000000000000e+00,1.8477587665488595e-02,-9.7516812081325643e-01,-8.4919518031978047e-01,1.0503824717055330e+00,9.5203416558948695e-01,1.0395702641724485e+00,1.4438475891284006e+00,2.2874999999999998e-01
1.5250000000000000e+01,5.5000000000000000e+00,1.5141862170205335e-02,-9.7978295010138539e-01,-8.5129412564292106e-01,1.0435848544433937e+00,9.5823544749828693e-01,1.0342845402588583e+00,1.4365063059150811e+00,2.2874999999999998e-01
1.5250000000000000e+01,5.7500000000000000e+00,1.2382091403777605e-02,-9.8355552311879102e-01,-8.5267216212836139e-01,1.0376598602763243e+00,9.6370693160830601e-01,1.0296640276278617e+00,1.4300889272609190e+00,2.2874999999999998e-01
1.5250000000000000e+01,6.0000000000000000e+00,1.0107140229011116e-02,-9.8663512424906030e-01,-8.5350889980499201e-01,1.0325072562441433e+00,9.6851619584506166e-01,1.0256356941918807e+00,1.4244940197109455e+00,2.2874999999999998e-01
1.5250000000000000e+01,6.2500000000000000e+00,8.2376042954426954e-03,-9.8914584825300522e-01,-8.5394539163241412e-01,1.0280351459289589e+00,9.7272938961281752e-01,1.0221316715660811e+00,1.4196273216195572e+00,2.2874999999999998e-01
1.5250000000000000e+01,6.5000000000000000e+00,6.7052234051765821e-03,-9.9119048852822100e-01,-8.5409139795496458e-01,1.0241601891273862e+00,9.7640975563796195e-01,1.0190897184595140e+00,1.4154023867493251e+00,2.2874999999999998e-01
1.5250000000000000e+01,6.7500000000000000e+00,5.4519458264734493e-03,-9.9285392924943250e-01,-8.5403154472321396e-01,1.0208074819072306e+00,9.7961664439571428e-01,1.0164533697904825e+00,1.4117407913756701e+00,2.2874999999999998e-01
1.5250000000000000e+01,7.0000000000000000e+00,4.4288302745029802e-03,-9.9420607352785206e-01,-8.5383045182059814e-01,1.0179102029926259e+00,9.8240492831295878e-01,1.0141718574159866e+00,1.4085720241888704e+00,2.2874999999999998e-01
1.5250000000000000e+01,7.2500000000000000e+00,3.5949089159814352e-03,-9.9530434842556792e-01,-8.5353694414952719e-01,1.0154091106584902e+00,9.8482472680543764e-01,1.0121998735586504e+00,1.4058331577203478e+00,2.2874999999999998e-01
1.5250000000000000e+01,7.5000000000000000e+00,2.9160883412490948e-03,-9.9619583152393187e-01,-8.5318747047741084e-01,1.0132519545645209e+00,9.8692136293956978e-01,1.0104972333928264e+00,1.4034683797122589e+00,2.2874999999999998e-01
1.5250000000000000e+01,7.7500000000000000e+00,2.3641326257791881e-03,-9.9691904427476963e-01,-8.5280885310170440e-01,1.0113928500843012e+00,9.8873548484809670e-01,1.0090284800187219e+00,1.4014284444704472e+00,2.2874999999999998e-01
1.5250000000000000e+01,8.0000000000000000e+00,1.9157502224466173e-03,-9.9750545569373239e-01,-8.5242048170284890e-01,1.0097916489034062e+00,9.9030329780005655e-01,1.0077624637632445e+00,1.3996700885600619e+00,2.2874999999999998e-01
1.5250000000000000e+01,8.2500000000000000e+00,1.5517917794453133e-03,-9.9798073693176836e-01,-8.5203605152533579e-01,1.0084133288074102e+00,9.9165686473287684e-01,1.0066719185291761e+00,1.3981554424016336e+00,2.2874999999999998e-01
1.5250000000000000e+01,8.5000000000000000e+00,1.2565568770656322e-03,-9.9836580350071169e-01,-8.5166493183159309e-01,1.0072274172993696e+00,9.9282444344222864e-01,1.0057330506530022e+00,1.3968514592402810e+00,2.2874999999999998e-01
1.5250000000000000e+01,8.7500000000000000e+00,1.0172024266953297e-03,-9.9867767786955386e-01,-8.5131323687754423e-01,1.0062074575500655e+00,9.9383083726572696e-01,1.0049251501850638e+00,1.3957293752570330e+00,2.2874999999999998e-01
1.5250000000000000e+01,9.0000000000000000e+00,8.2324281506772205e-04,-9.9893020108641539e-01,-8.5098465921442090e-01,1.0053305207696903e+00,9.9469774302126113e-01,1.0042302303886386e+00,1.3947642088731091e+00,2.2874999999999998e-01
1.5250000000000000e+01,9.2500000000000000e+00,6.6613089352777154e-04,-9.9913461820872251e-01,-8.5068111423817361e-01,1.0045767660151772e+00,9.9544408534020579e-01,1.0036326982856794e+00,1.3939343031745548e+00,2.2874999999999998e-01
1.5250000000000000e+01,9.5000000000000000e+00,5.3890896485880239e-04,-9.9930005875333505e-01,-8.5040323563533604e-01,1.0039290463889328e+00,9.9608633059969198e-01,1.0031190570028170e+00,1.3932209125039126e+00,2.2874999999999998e-01
1.5250000000000000e+01,9.7500000000000000e+00,4.3591957093292387e-04,-9.9943393016600013e-01,-8.5015075362073189e-01,1.0033725592784708e+00,9.9663877664653688e-01,1.0026776392768431e+00,1.3926078323289488e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.0000000000000000e+01,3.5256684243020509e-04,-9.9954223947360765e-01,-8.4992278146858558e-01,1.0028945375241967e+00,9.9711381664183529e-01,1.0022983705888524e+00,1.3920810702622950e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.0250000000000000e+01,2.8512025069666317e-04,-9.9962985581610719e-01,-8.4971803062140516e-01,1.0024839780242256e+00,9.9752217683406652e-01,1.0019725598721065e+00,1.3916285553779257e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.0500000000000000e+01,2.3055368704991928e-04,-9.9970072443497915e-01,-8.4953497043879633e-01,1.0021314041700951e+00,9.9787312905151382e-01,1.0016927154736150e+00,1.3912398826022432e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.0750000000000000e+01,1.8641382056853222e-04,-9.9975804089075559e-01,-8.4937194525360171e-01,1.0018286585665916e+00,9.9817467932170345e-01,1.0014523839629401e+00,1.3909060888374170e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.1000000000000000e+01,1.5071261751522952e-04,-9.9980439275852839e-01,-8.4922725868775994e-01,1.0015687226581507e+00,9.9843373437821892e-01,1.0012460094140621e+00,1.3906194575195308e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.1250000000000000e+01,1.2183973017721100e-04,-9.9984187477249609e-01,-8.4909923301847190e-01,1.0013455601175814e+00,9.9865624798154262e-01,1.0010688108939523e+00,1.3903733484638228e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.1500000000000000e+01,9.8491178535097150e-05,-9.9987218232470043e-01,-8.4898624967046865e-01,1.0011539811183310e+00,9.9884734901913697e-01,1.0009166760438357e+00,1.3901620500608829e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.1750000000000000e+01,7.9611360364793786e-05,-9.9989668733818582e-01,-8.4888677555450709e-01,1.0009895248874685e+00,9.9901145330408947e-01,1.0007860688142944e+00,1.3899806511309645e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.2000000000000000e+01,6.4345943380250933e-05,-9.9991649980302999e-01,-8.4879937890377011e-01,1.0008483582088634e+00,9.9915236089273141e-01,1.0006739495986592e+00,1.3898249299981378e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.2250000000000000e+01,5.2003627609487624e-05,-9.9993251766056068e-01,-8.4872273742024706e-01,1.0007271878057331e+00,9.9927334061211270e-01,1.0005777061907621e+00,1.3896912585982808e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.2500000000000000e+01,4.2025128346279010e-05,-9.9994546722538546e-01,-8.4865564088532131e-01,1.0006231847736984e+00,9.9937720334369495e-01,1.0004950941669322e+00,1.3895765196762948e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.2750000000000000e+01,3.3958030186902127e-05,-9.9995593592845111e-01,-8.4859698987489274e-01,1.0005339194570828e+00,9.9946636546078060e-01,1.0004241854544631e+00,1.3894780353534211e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.3000000000000000e+01,2.7436410374664470e-05,-9.9996439883182442e-01,-8.4854579181919632e-01,1.0004573053615897e+00,9.9954290367101228e-01,1.0003633239978083e+00,1.3893935055525115e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.3250000000000000e+01,2.2164333379695025e-05,-9.9997124009428950e-01,-8.4850115533693893e-01,1.0003915508759040e+00,9.9960860237617843e-01,1.0003110875687367e+00,1.3893209549565788e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.3500000000000000e+01,1.7902485672824056e-05,-9.9997677034535426e-01,-8.4846228353332453e-01,1.0003351177341984e+00,9.9966499453207502e-01,1.0002662548877521e+00,1.3892586873441002e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.3750000000000000e+01,1.4457356287819079e-05,-9.9998124074484329e-01,-8.4842846676678141e-01,1.0002866852922940e+00,9.9971339687260730e-01,1.0002277773317783e+00,1.3892052462941364e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.4000000000000000e+01,1.1672480318273610e-05,-9.9998485435846707e-01,-8.4839907524771774e-01,1.0002451198139435e+00,9.9975494025505562e-01,1.0001947545983210e+00,1.3891593813865570e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.4250000000000000e+01,9.4213534211179921e-06,-9.9998777536043659e-01,-8.4837355172491924e-01,1.0002094480719792e+00,9.9979059578732943e-01,1.0001664137801016e+00,1.3891200191390300e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.4500000000000000e+01,7.6016994120310306e-06,-9.9999013647728285e-01,-8.4835140443377821e-01,1.0001788346635287e+00,9.9982119731258967e-01,1.0001420913775065e+00,1.3890862380243147e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.4750000000000000e+01,6.1308332170686176e-06,-9.9999204500838257e-01,-8.4833220041950752e-01,1.0001525625206900e+00,9.9984746075108233e-01,1.0001212178402759e+00,1.3890572470003832e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.5000000000000000e+01,4.9419103295691119e-06,-9.9999358769488789e-01,-8.4831555930321900e-01,1.0001300161693985e+00,9.9987000073260834e-01,1.0001033042856187e+00,1.3890323670633593e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.5250000000000000e+01,3.9808936003964114e-06,-9.9999483465702710e-01,-8.4830114752559616e-01,1.0001106673510542e+00,9.9988934489485315e-01,1.0000879310883977e+00,1.3890110154005524e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.5500000000000000e+01,3.2041003752553802e-06,-9.9999584257782204e-01,-8.4828867307903777e-01,1.0000940626749599e+00,9.9990594617199469e-01,1.0000747380810275e+00,1.3889926917792050e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.5750000000000000e+01,2.5762190858639771e-06,-9.9999665727730569e-01,-8.4827788072236177e-01,1.0000798130158495e+00,9.9992019335375970e-01,1.0000634161370889e+00,1.3889769668570680e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.6000000000000000e+01,2.0687055456938749e-06,-9.9999731579382178e-01,-8.4826854766071946e-01,1.0000675844106857e+00,9.9993242015665817e-01,1.0000536999440977e+00,1.3889634721445800e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.6250000000000000e+01,1.6584863278206230e-06,-9.9999784806671999e-01,-8.4826047966594076e-01,1.0000570902433099e+00,9.9994291301579996e-01,1.0000453617980005e+00,1.3889518913861119e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.6500000000000000e+01,1.3269104707953483e-06,-9.9999827829673527e-01,-8.4825350760807972e-01,1.0000480845351825e+00,9.9995191777682890e-01,1.0000382062753901e+00,1.3889419531602640e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.6750000000000000e+01,1.0589019851846702e-06,-9.9999862604575729e-01,-8.4824748436664621e-01,1.0000403561859887e+00,9.9995964544256732e-01,1.0000320656596089e+00,1.3889334245272347e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.7000000000000000e+01,8.4227471957233450e-07,-9.9999890712588968e-01,-8.4824228208930441e-01,1.0000337240298653e+00,9.9996627710740649e-01,1.0000267960142972e+00,1.3889261055754130e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.7250000000000000e+01,6.6717849706294998e-07,-9.9999913431815490e-01,-8.4823778976621256e-01,1.0000280325919113e+00,9.9997196819389289e-01,1.0000222738129096e+00,1.3889198247401524e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.7500000000000000e+01,5.2565138155755968e-07,-9.9999931795347363e-01,-8.4823391108932389e-01,1.0000231484459114e+00,9.9997685208992670e-01,1.0000183930456006e+00,1.3889144347855564e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.7750000000000000e+01,4.1125774471804022e-07,-9.9999946638230430e-01,-8.4823056256760243e-01,1.0000189570881879e+00,9.9998104327117654e-01,1.0000150627359625e+00,1.3889098093555035e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.8000000000000000e+01,3.1879569631232124e-07,-9.9999958635427388e-01,-8.4822767187103765e-01,1.0000153602545045e+00,9.9998463998142928e-01,1.0000122048096161e+00,1.3889058400133556e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.8250000000000000e+01,2.4406058807246281e-07,-9.9999968332504663e-01,-8.4822517637841843e-01,1.0000122736172838e+00,9.9998772653335599e-01,1.0000097522648572e+00,1.3889024337011906e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.8500000000000000e+01,1.8365384644337461e-07,-9.9999976170437432e-01,-8.4822302190594778e-01,1.0000096248092643e+00,9.9999037528337176e-01,1.0000076476025790e+00,1.3888995105591375e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.8750000000000000e+01,1.3482844771739202e-07,-9.9999982505659990e-01,-8.4822116159588568e-01,1.0000073517273482e+00,9.9999264832669932e-01,1.0000058414787578e+00,1.3888970020538303e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.9000000000000000e+01,9.5364013165774129e-08,-9.9999987626272735e-01,-8.4821955494642176e-01,1.0000054010769375e+00,9.9999459895223397e-01,1.0000042915479688e+00,1.3888948493721789e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.9250000000000000e+01,6.3465847248125538e-08,-9.9999991765142315e-01,-8.4821816696589758e-01,1.0000037271226712e+00,9.9999627289122028e-01,1.0000029614708632e+00,1.3888930020428656e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.9500000000000000e+01,3.7683329770373583e-08,-9.9999995110490603e-01,-8.4821696743629171e-01,1.0000022906163126e+00,9.9999770938893429e-01,1.0000018200623757e+00,1.3888914167532997e+00,2.2874999999999998e-01
1.5250000000000000e+01,1.9750000000000000e+01,1.6843952287776906e-08,-9.9999997814453678e-01,-8.4821593027251940e-01,1.0000010578766705e+00,9.9999894212444862e-01,1.0000008405607126e+00,1.3888900563343232e+00,2.2874999999999998e-01
1.5250000000000000e+01,2.0000000000000000e+01,6.2197443490210074e-26,-1.0000000000000000e+00,-8.4821503296562462e-01,1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,1.3888888888888888e+00,2.2874999999999998e-01
1.5725000000000000e+01,0.0000000000000000e+00,1.0869795390305577e-23,-2.6551020544131470e-24,-1.7000809131360339e-25,1.5000000000000000e+00,6.6666666666666663e-01,1.3580981811706159e+00,1.8862474738480777e+00,2.3587499999999997e-01
1.5725000000000000e+01,2.5000000000000000e-01,7.4911940156571599e-02,-1.1060527865134825e-01,-3.7426684188021551e-02,1.4708221724379102e+00,6.7989184466976360e-01,1.3390399147606848e+00,1.8597776593898401e+00,2.3587499999999997e-01
1.5725000000000000e+01,5.0000000000000000e-01,1.2550542245028107e-01,-2.1803863992461625e-01,-9.9344610247930107e-02,1.4410685089822270e+00,6.9392953476324504e-01,1.3194028784133351e+00,1.8325039977962989e+00,2.3587499999999997e-01
1.5725000000000000e+01,7.5000000000000000e-01,1.5659642797353876e-01,-3.1922632668043144e-01,-1.7545015662771798e-01,1.4109526781499593e+00,7.0874099144926650e-01,1.2993127196038341e+00,1.8046009994497696e+00,2.3587499999999997e-01
1.5725000000000000e+01,1.0000000000000000e+00,1.7252571097299516e-01,-4.1233100015797458e-01,-2.5782044697178413e-01,1.3807400209894525e+00,7.2424930457465098e-01,1.2789354470201812e+00,1.7762992319724740e+00,2.3587499999999997e-01
1.5725000000000000e+01,1.2500000000000000e+00,1.7707453392167238e-01,-4.9643592079289489e-01,-3.4061871975715785e-01,1.3507277536877236e+00,7.4034163973445033e-01,1.2584663521795201e+00,1.7478699335826668e+00,2.3587499999999997e-01
1.5725000000000000e+01,1.5000000000000000e+00,1.7343751967509241e-01,-5.7128673989692447e-01,-4.1977870746102336e-01,1.3212246796666516e+00,7.5687353967101390e-01,1.2381176934740770e+00,1.7196079076028847e+00,2.3587499999999997e-01
1.5725000000000000e+01,1.7500000000000000e+00,1.6423569713010100e-01,-6.3708567081082934e-01,-4.9268687007823703e-01,1.2925318555959286e+00,7.7367532233002079e-01,1.2181059635984364e+00,1.6918138383311616e+00,2.3587499999999997e-01
1.5725000000000000e+01,2.0000000000000000e+00,1.5155637758160737e-01,-6.9433168615208374e-01,-5.5787802427251754e-01,1.2649256499653074e+00,7.9056029896099156e-01,1.1986397101356321e+00,1.6647773751883779e+00,2.3587499999999997e-01
1.5725000000000000e+01,2.2500000000000000e+00,1.3700948464197846e-01,-7.4369989449855056e-01,-6.1475655781511229e-01,1.2386443519666761e+00,8.0733424280523702e-01,1.1799088487359244e+00,1.6387622899110061e+00,2.3587499999999997e-01
1.5725000000000000e+01,2.5000000000000000e+00,1.2179237318564561e-01,-7.8595328175186352e-01,-6.6335183332818703e-01,1.2138790327379321e+00,8.2380531587606143e-01,1.1620762264495224e+00,1.6139947589576700e+00,2.3587499999999997e-01
1.5725000000000000e+01,2.7500000000000000e+00,1.0675711553115795e-01,-8.2188042111256443e-01,-7.0411267360551888e-01,1.1907688417657356e+00,8.3979355599962346e-01,1.1452719069144370e+00,1.5906554262700514e+00,2.3587499999999997e-01
1.5725000000000000e+01,3.0000000000000000e+00,9.2475827991497353e-02,-8.5225342740315124e-01,-7.3774227937009851e-01,1.1694004391055977e+00,8.5513906661847872e-01,1.1295903186068179e+00,1.5688754425094693e+00,2.3587499999999997e-01
1.5725000000000000e+01,3.2500000000000000e+00,7.9300953617816833e-02,-8.7780124002849469e-01,-7.6507189895510197e-01,1.1498108930009725e+00,8.6970823296866628e-01,1.1150900924336313e+00,1.5487362394911546e+00,2.3587499999999997e-01
1.5725000000000000e+01,3.5000000000000000e+00,6.7418561189084944e-02,-8.9919416863823043e-01,-7.8696930779752006e-01,1.1319931513191035e+00,8.8339757076684355e-01,1.1017961650887558e+00,1.5302724515121608e+00,2.3587499999999997e-01
1.5725000000000000e+01,3.7500000000000000e+00,5.6893683331166671e-02,-9.1703645341115081e-01,-8.0427677604706349e-01,1.1159031277784428e+00,8.9613513494743535e-01,1.0897035697745554e+00,1.5134771802424380e+00,2.3587499999999997e-01
1.5725000000000000e+01,4.0000000000000000e+00,4.7707494252384554e-02,-9.3186432787126450e-01,-8.1777266306920282e-01,1.1014675061764998e+00,9.0787970992560485e-01,1.0787822831270040e+00,1.4983087265652832e+00,2.3587499999999997e-01
1.5725000000000000e+01,4.2500000000000000e+00,3.9786712615239882e-02,-9.4414769872271709e-01,-8.2815092041818217e-01,1.0885915172920886e+00,9.1861821823445466e-01,1.0689825332236755e+00,1.4846979628106605e+00,2.3587499999999997e-01
1.5725000000000000e+01,4.5000000000000000e+00,3.3026009360594723e-02,-9.5429406612110257e-01,-8.3601339491982707e-01,1.0771661391269669e+00,9.2836189671770653e-01,1.0602400721037186e+00,1.4725556556996093e+00,2.3587499999999997e-01
1.5725000000000000e+01,4.7500000000000000e+00,2.7304420186710802e-02,-9.6265370514688797e-01,-8.4187068404986942e-01,1.0670743724595679e+00,9.3714180174249340e-01,1.0524810467280128e+00,1.4617792315666844e+00,2.3587499999999997e-01
1.5725000000000000e+01,5.0000000000000000e+00,2.2496837247173593e-02,-9.6952542963650135e-01,-8.4614822682353019e-01,1.0581964222610083e+00,9.4500414002850042e-01,1.0456262374058842e+00,1.4522586630637282e+00,2.3587499999999997e-01
1.5725000000000000e+01,5.2500000000000000e+00,1.8481621384915669e-02,-9.7516248098204128e-01,-8.4919518924478632e-01,1.0504137559563524e+00,9.5200581135720841e-01,1.0395945527346151e+00,1.4438813232425209e+00,2.3587499999999997e-01
1.5725000000000000e+01,5.5000000000000000e+00,1.5145272731704533e-02,-9.7977824473201558e-01,-8.5129445276711635e-01,1.0436121073623204e+00,9.5821042410810287e-01,1.0343057642652886e+00,1.4365357837017898e+00,2.3587499999999997e-01
1.5725000000000000e+01,5.7500000000000000e+00,1.2384957243640254e-02,-9.8355161210797093e-01,-8.5267261005580752e-01,1.0376835536724278e+00,9.6368492731809874e-01,1.0296825293808010e+00,1.4301146241400013e+00,2.3587499999999997e-01
1.5725000000000000e+01,6.0000000000000000e+00,1.0109535713255060e-02,-9.8663188405910929e-01,-8.5350931744314396e-01,1.0325278195862500e+00,9.6849690732857507e-01,1.0256517895777071e+00,1.4245163744134821e+00,2.3587499999999997e-01
1.5725000000000000e+01,6.2500000000000000e+00,8.2395977088097379e-03,-9.8914317137949659e-01,-8.5394566736483479e-01,1.0280529664313829e+00,9.7271252810177533e-01,1.0221456486796323e+00,1.4196467342772672e+00,2.3587499999999997e-01
1.5725000000000000e+01,6.5000000000000000e+00,6.7068759704720197e-03,-9.9118828242419754e-01,-8.5409145288899535e-01,1.0241756131846411e+00,9.7639505093323997e-01,1.0191018375287475e+00,1.4154192187899270e+00,2.3587499999999997e-01
1.5725000000000000e+01,6.7500000000000000e+00,5.4533114372331028e-03,-9.9285211495405301e-01,-8.5403132643070390e-01,1.0208208174005899e+00,9.7960384717309357e-01,1.0164638640104295e+00,1.4117553666811522e+00,2.3587499999999997e-01
1.5725000000000000e+01,7.0000000000000000e+00,4.4299556930969680e-03,-9.9420458417348567e-01,-8.5382992878608932e-01,1.0179217221082031e+00,9.8239381111635415e-01,1.0141809343824626e+00,1.4085846310867536e+00,2.3587499999999997e-01
1.5725000000000000e+01,7.2500000000000000e+00,3.5958342523081557e-03,-9.9530312774010565e-01,-8.5353610100424648e-01,1.0154190529527654e+00,9.8481508407004192e-01,1.0122077170642410e+00,1.4058440514781125e+00,2.3587499999999997e-01
1.5725000000000000e+01,7.5000000000000000e+00,2.9168476800306904e-03,-9.9619483240220585e-01,-8.5318630401213447e-01,1.0132605300900690e+00,9.8691301033023537e-01,1.0105040054085073e+00,1.4034777852895934e+00,2.3587499999999997e-01
1.5725000000000000e+01,7.7500000000000000e+00,2.3647547122625455e-03,-9.9691822746187997e-01,-8.5280736900245779e-01,1.0114002424481048e+00,9.8872825814189014e-01,1.0090343227339880e+00,1.4014365593527611e+00,2.3587499999999997e-01
1.5725000000000000e+01,8.0000000000000000e+00,1.9162591478838042e-03,-9.9750478860130964e-01,-8.5241869192887654e-01,1.0097980181752360e+00,9.9029705149061242e-01,1.0077675015966674e+00,1.3996770855509271e+00,2.3587499999999997e-01
1.5725000000000000e+01,8.2500000000000000e+00,1.5522076306639931e-03,-9.9798019259352977e-01,-8.5203397224014787e-01,1.0084188142290300e+00,9.9165147049000024e-01,1.0066762600512895e+00,1.3981614722934577e+00,2.3587499999999997e-01
1.5725000000000000e+01,8.5000000000000000e+00,1.2568963305083945e-03,-9.9836535966425999e-01,-8.5166258179896326e-01,1.0072321397692485e+00,9.9281978852372066e-01,1.0057367903858148e+00,1.3968566533136317e+00,2.3587499999999997e-01
1.5725000000000000e+01,8.7500000000000000e+00,1.0174792781488101e-03,-9.9867731621573563e-01,-8.5131063624083292e-01,1.0062115218749943e+00,9.9382682294929436e-01,1.0049283702588401e+00,1.3957338475817225e+00,2.3587499999999997e-01
1.5725000000000000e+01,9.0000000000000000e+00,8.2346844330839471e-04,-9.9892990656456149e-01,-8.5098182858674520e-01,1.0053340176859844e+00,9.9469428310178754e-01,1.0042330020481560e+00,1.3947680584002167e+00,2.3587499999999997e-01
1.5725000000000000e+01,9.2500000000000000e+00,6.6631466039052405e-04,-9.9913437847486830e-01,-8.5067807404095230e-01,1.0045797739894153e+00,9.9544110472060565e-01,1.0036350832461092e+00,1.3939376156195962e+00,2.3587499999999997e-01
1.5725000000000000e+01,9.5000000000000000e+00,5.3905855663394274e-04,-9.9929986369844326e-01,-8.5040000563256091e-01,1.0039316332125434e+00,9.9608376399101761e-01,1.0031211086605978e+00,1.3932237620286081e+00,2.3587499999999997e-01
1.5725000000000000e+01,9.7500000000000000e+00,4.3604128714246884e-04,-9.9943377152182888e-01,-8.5014735260538188e-01,1.0033747834727818e+00,9.9663656738402251e-01,1.0026794037841331e+00,1.3926102830335183e+00,2.3587499999999997e-01
1.5725000000000000e+01,1.0000000000000000e+01,3.5266583837363500e-04,-9.9954211048487851e-01,-8.4991922706563017e-01,1.0028964495734549e+00,9.9711191561732337e-01,1.0022998878019580e+00,1.3920831775027196e+00,2.3587499999999997e-01
