sample,Hinf,Tw,temporal_degree,rank_by_real_part,eigen_real,eigen_imag,positive_real_count,closest_to_zero_real,closest_to_zero_imag
upper_after_second,-0.1,1.0302198335855797,50,5,-5.779119083937073e-05,-2.5196022473492008e-05,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,6,-7.055234346387478e-05,0.0,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,7,-0.00021555034780179524,-5.6761953441908575e-05,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,8,-0.00021555034780179524,5.676195344190859e-05,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,9,-0.0002333043015399161,0.0,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,10,-0.00032881467810782393,0.003653735529837641,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,11,-0.000328814678107824,-0.003653735529837641,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,50,12,-0.0005089478295982004,-8.752415126942702e-05,2,-9.03354112818239e-06,0.0
upper_after_second,-0.1,1.0302198335855797,70,1,0.03944905387034342,0.0,2,-4.611647320057914e-06,0.0
upper_after_second,-0.1,1.0302198335855797,70,2,0.0008128336154082696,0.0,2,-4.611647320057914e-06,0.0
upper_after_second,-0.1,1.0302198335855797,70,3,-4.611647320057914e-06,0.0,2,-4.611647320057914e-06,0.0
upper_after_second,-0.1,1.0302198335855797,70,4,-2.9536357315777437e-05,-1.2947155839158843e-05,2,-4.611647320057914e-06,0.0
upper_after_second,-0.1,1.0302198335855797,70,5,-2.9536357315777443e-05,1.2947155839158845e-05,2,-4.611647320057914e-06,0.0
upper_after_second,-0.1,1.0302198335855797,70,6,-3.613399607040021e-05,0.0,2,-4.611647320057914e-06,0.0
